HourlyWindDirection,HourlyWindSpeed,PrevHourlyWindDirection,PrevHourlyWindSpeed
200,6,170,5
170,5,170,5
170,5,170,6
170,6,200,6
200,6,180,6
180,6,190,8
190,8,VRB,9
VRB,9,190,8
190,8,190,9
190,9,190,10
190,10,210,8
210,8,200,10
200,10,200,10
200,10,190,8
190,8,200,11
200,11,190,10
190,10,180,9
180,9,180,8
180,8,180,6
180,6,180,6
180,6,170,6
170,6,170,3
170,3,170,5
170,5,170,5
170,5,0,0
0,0,170,3
170,3,0,0
0,0,170,3
170,3,170,3
170,3,0,0
0,0,180,3
180,3,0,0
0,0,180,3
180,3,0,0
0,0,0,0
0,0,150,3
150,3,150,3
150,3,0,0
0,0,150,3
150,3,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,160,3
160,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,130,3
130,3,130,3
130,3,130,3
130,3,0,0
0,0,100,3
100,3,120,3
120,3,140,3
140,3,0,0
0,0,130,3
130,3,0,0
0,0,120,3
120,3,0,0
0,0,120,5
120,5,130,6
130,6,0,0
0,0,0,0
0,0,140,3
140,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,190,3
190,3,200,5
200,5,210,3
210,3,170,5
170,5,190,6
190,6,180,6
180,6,180,6
180,6,180,6
180,6,0,0
0,0,190,8
190,8,220,6
220,6,250,7
250,7,VRB,11
VRB,11,230,6
230,6,230,8
230,8,210,8
210,8,210,10
210,10,230,6
230,6,240,6
240,6,240,9
240,9,250,8
250,8,240,9
240,9,250,8
250,8,240,7
240,7,240,3
240,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,3
120,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,290,5
290,5,300,3
300,3,0,0
0,0,0,0
0,0,0,0
0,0,270,3
270,3,0,0
0,0,0,0
0,0,260,5
260,5,0,0
0,0,300,3
300,3,0,0
0,0,0,0
0,0,210,5
210,5,0,0
0,0,0,0
0,0,290,5
290,5,0,0
0,0,270,3
270,3,260,3
260,3,320,3
320,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,340,5
340,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,200,3
200,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,280,6
280,6,300,6
300,6,290,5
290,5,300,8
300,8,300,7
300,7,300,8
300,8,300,8
300,8,290,8
290,8,300,10
300,10,280,10
280,10,290,13
290,13,310,11
310,11,310,15
310,15,290,13
290,13,290,14
290,14,300,16
300,16,300,14
300,14,290,17
290,17,310,21
310,21,310,16
310,16,VRB,14
VRB,14,330,14
330,14,320,20
320,20,320,17
320,17,320,17
320,17,320,14
320,14,320,15
320,15,330,11
330,11,320,11
320,11,320,10
320,10,320,11
320,11,320,11
320,11,320,10
320,10,320,10
320,10,320,9
320,9,320,8
320,8,320,10
320,10,320,11
320,11,320,9
320,9,320,10
320,10,320,11
320,11,320,9
320,9,320,8
320,8,320,8
320,8,320,8
320,8,310,6
310,6,320,7
320,7,#N/A,#N/A
#N/A,#N/A,310,6
310,6,320,5
320,5,320,8
320,8,310,8
310,8,310,8
310,8,320,7
320,7,320,6
320,6,310,6
310,6,320,7
320,7,310,7
310,7,310,3
310,3,310,7
310,7,300,7
300,7,300,6
300,6,310,7
310,7,310,7
310,7,300,7
300,7,300,7
300,7,310,7
310,7,310,6
310,6,310,7
310,7,310,6
310,6,320,6
320,6,320,6
320,6,320,6
320,6,310,5
310,5,320,7
320,7,310,7
310,7,310,7
310,7,320,8
320,8,320,8
320,8,310,9
310,9,320,11
320,11,340,10
340,10,320,11
320,11,VRB,15
VRB,15,310,14
310,14,310,15
310,15,320,15
320,15,320,15
320,15,340,14
340,14,320,14
320,14,310,17
310,17,320,16
320,16,330,18
330,18,320,13
320,13,320,13
320,13,320,13
320,13,320,15
320,15,310,9
310,9,300,9
300,9,300,8
300,8,300,7
300,7,300,6
300,6,310,3
310,3,300,6
300,6,300,3
300,3,300,5
300,5,300,3
300,3,0,0
0,0,290,3
290,3,0,0
0,0,290,3
290,3,300,3
300,3,300,5
300,5,290,3
290,3,300,3
300,3,300,3
300,3,290,5
290,5,290,3
290,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,200,3
200,3,210,3
210,3,200,3
200,3,0,0
0,0,200,3
200,3,190,5
190,5,190,5
190,5,200,3
200,3,210,5
210,5,200,5
200,5,210,6
210,6,220,7
220,7,220,7
220,7,230,10
230,10,220,15
220,15,220,13
220,13,220,13
220,13,230,21
230,21,220,18
220,18,220,15
220,15,230,16
230,16,230,16
230,16,240,17
240,17,250,17
250,17,260,17
260,17,270,17
270,17,270,14
270,14,290,18
290,18,300,18
300,18,320,20
320,20,310,17
310,17,310,20
310,20,320,20
320,20,310,21
310,21,320,18
320,18,320,20
320,20,330,18
330,18,330,18
330,18,330,14
330,14,320,14
320,14,330,11
330,11,320,10
320,10,310,10
310,10,310,8
310,8,310,13
310,13,310,11
310,11,320,8
320,8,310,10
310,10,320,9
320,9,320,10
320,10,320,11
320,11,320,11
320,11,320,9
320,9,330,8
330,8,330,8
330,8,340,7
340,7,340,7
340,7,350,7
350,7,350,6
350,6,350,5
350,5,340,5
340,5,330,6
330,6,330,5
330,5,320,5
320,5,310,6
310,6,320,6
320,6,310,7
310,7,320,6
320,6,340,6
340,6,330,6
330,6,10,3
10,3,360,3
360,3,350,5
350,5,10,3
10,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,40,3
40,3,0,0
0,0,20,3
20,3,50,3
50,3,0,0
0,0,80,3
80,3,100,3
100,3,0,0
0,0,0,0
0,0,200,5
200,5,0,0
0,0,0,0
0,0,290,5
290,5,250,8
250,8,0,0
0,0,0,0
0,0,270,5
270,5,220,3
220,3,250,6
250,6,280,6
280,6,260,7
260,7,260,3
260,3,0,0
0,0,210,5
210,5,0,0
0,0,200,5
200,5,0,0
0,0,180,3
180,3,170,3
170,3,160,3
160,3,150,5
150,5,140,5
140,5,0,0
0,0,150,3
150,3,160,5
160,5,140,3
140,3,150,6
150,6,150,5
150,5,150,3
150,3,150,5
150,5,150,5
150,5,160,5
160,5,160,7
160,7,160,7
160,7,160,7
160,7,160,7
160,7,170,5
170,5,170,7
170,7,160,6
160,6,160,6
160,6,160,7
160,7,170,7
170,7,160,7
160,7,150,6
150,6,160,6
160,6,170,9
170,9,160,7
160,7,170,7
170,7,170,9
170,9,170,10
170,10,170,10
170,10,170,11
170,11,180,10
180,10,170,13
170,13,170,13
170,13,190,9
190,9,200,10
200,10,200,10
200,10,200,13
200,13,200,11
200,11,200,8
200,8,200,9
200,9,200,8
200,8,210,7
210,7,230,8
230,8,240,10
240,10,250,9
250,9,280,8
280,8,280,11
280,11,290,11
290,11,290,13
290,13,300,14
300,14,330,10
330,10,320,14
320,14,320,15
320,15,350,13
350,13,330,16
330,16,340,15
340,15,340,18
340,18,320,14
320,14,340,16
340,16,330,11
330,11,310,18
310,18,330,16
330,16,330,15
330,15,340,14
340,14,340,15
340,15,320,10
320,10,320,15
320,15,330,17
330,17,320,15
320,15,330,10
330,10,330,9
330,9,320,10
320,10,320,9
320,9,320,7
320,7,330,8
330,8,330,9
330,9,320,6
320,6,330,8
330,8,320,6
320,6,320,7
320,7,310,5
310,5,320,6
320,6,320,6
320,6,330,6
330,6,310,6
310,6,310,6
310,6,320,5
320,5,320,7
320,7,320,3
320,3,330,5
330,5,340,6
340,6,340,5
340,5,330,6
330,6,330,6
330,6,330,5
330,5,330,5
330,5,330,5
330,5,330,5
330,5,350,5
350,5,340,5
340,5,330,5
330,5,330,5
330,5,330,5
330,5,340,5
340,5,310,3
310,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,340,3
340,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,340,3
340,3,320,3
320,3,0,0
0,0,350,5
350,5,350,7
350,7,20,8
20,8,10,7
10,7,360,6
360,6,340,3
340,3,350,8
350,8,350,3
350,3,360,5
360,5,360,3
360,3,360,5
360,5,10,3
10,3,20,6
20,6,20,6
20,6,30,3
30,3,30,3
30,3,30,5
30,5,30,5
30,5,30,5
30,5,30,8
30,8,30,8
30,8,30,7
30,7,30,8
30,8,30,6
30,6,40,5
40,5,40,6
40,6,30,6
30,6,40,6
40,6,50,3
50,3,20,3
20,3,20,6
20,6,10,5
10,5,20,6
20,6,360,5
360,5,20,7
20,7,20,8
20,8,20,8
20,8,10,7
10,7,30,5
30,5,10,5
10,5,20,0
20,0,0,0
0,0,340,3
340,3,340,5
340,5,0,0
0,0,350,3
350,3,350,3
350,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,330,5
330,5,0,0
0,0,0,0
0,0,0,0
0,0,360,3
360,3,360,5
360,5,360,6
360,6,20,3
20,3,360,6
360,6,360,5
360,5,10,6
10,6,360,3
360,3,350,6
350,6,0,0
0,0,0,0
0,0,290,6
290,6,330,9
330,9,350,6
350,6,VRB,13
VRB,13,340,13
340,13,VRB,9
VRB,9,300,7
300,7,310,10
310,10,340,14
340,14,330,7
330,7,330,10
330,10,340,8
340,8,340,6
340,6,330,5
330,5,330,6
330,6,320,3
320,3,0,0
0,0,320,3
320,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,210,3
210,3,230,5
230,5,210,3
210,3,0,0
0,0,230,5
230,5,230,3
230,3,240,7
240,7,220,7
220,7,230,8
230,8,250,9
250,9,230,8
230,8,220,8
220,8,250,8
250,8,250,9
250,9,250,9
250,9,240,10
240,10,250,10
250,10,250,10
250,10,260,11
260,11,240,11
240,11,260,9
260,9,240,9
240,9,240,6
240,6,240,6
240,6,250,5
250,5,240,3
240,3,230,3
230,3,210,3
210,3,210,5
210,5,210,6
210,6,210,5
210,5,210,3
210,3,210,5
210,5,220,6
220,6,230,5
230,5,230,5
230,5,230,3
230,3,230,5
230,5,230,6
230,6,220,6
220,6,220,5
220,5,220,6
220,6,220,6
220,6,220,6
220,6,220,6
220,6,220,6
220,6,230,5
230,5,220,3
220,3,220,6
220,6,220,6
220,6,230,5
230,5,240,5
240,5,240,5
240,5,250,6
250,6,250,5
250,5,260,6
260,6,270,6
270,6,270,8
270,8,270,9
270,9,280,9
280,9,280,8
280,8,270,8
270,8,280,8
280,8,280,8
280,8,270,7
270,7,270,8
270,8,260,7
260,7,250,6
250,6,250,8
250,8,270,8
270,8,270,9
270,9,280,8
280,8,270,10
270,10,260,10
260,10,250,14
250,14,250,10
250,10,260,15
260,15,250,15
250,15,250,16
250,16,250,15
250,15,270,23
270,23,270,24
270,24,270,21
270,21,260,26
260,26,270,24
270,24,270,24
270,24,280,25
280,25,290,24
290,24,280,21
280,21,290,25
290,25,290,28
290,28,320,25
320,25,310,26
310,26,310,16
310,16,310,26
310,26,300,21
300,21,310,18
310,18,310,16
310,16,310,16
310,16,310,16
310,16,310,15
310,15,320,15
320,15,320,14
320,14,310,13
310,13,320,13
320,13,320,10
320,10,320,13
320,13,310,9
310,9,310,9
310,9,320,9
320,9,310,7
310,7,310,7
310,7,300,9
300,9,300,7
300,7,290,6
290,6,290,7
290,7,300,8
300,8,300,8
300,8,300,7
300,7,290,9
290,9,300,9
300,9,300,9
300,9,300,8
300,8,300,7
300,7,300,9
300,9,290,9
290,9,300,7
300,7,300,7
300,7,290,8
290,8,300,8
300,8,290,8
290,8,300,8
300,8,300,8
300,8,310,6
310,6,300,8
300,8,310,9
310,9,300,7
300,7,300,8
300,8,310,7
310,7,300,6
300,6,320,8
320,8,330,9
330,9,330,11
330,11,330,8
330,8,340,14
340,14,310,14
310,14,320,13
320,13,330,17
330,17,310,17
310,17,310,14
310,14,300,14
300,14,320,15
320,15,310,16
310,16,320,15
320,15,320,13
320,13,310,14
310,14,290,7
290,7,320,10
320,10,300,8
300,8,310,11
310,11,300,11
300,11,310,11
310,11,300,9
300,9,320,11
320,11,320,7
320,7,310,10
310,10,320,7
320,7,330,5
330,5,330,5
330,5,340,3
340,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,120,3
120,3,0,0
0,0,0,0
0,0,0,0
0,0,110,3
110,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,160,5
160,5,150,5
150,5,140,5
140,5,160,5
160,5,140,5
140,5,160,6
160,6,160,5
160,5,160,7
160,7,170,6
170,6,180,6
180,6,170,7
170,7,180,7
180,7,180,7
180,7,170,7
170,7,160,7
160,7,170,7
170,7,180,13
180,13,180,10
180,10,180,13
180,13,180,15
180,15,180,11
180,11,160,11
160,11,180,14
180,14,170,9
170,9,180,15
180,15,180,15
180,15,160,13
160,13,170,13
170,13,170,16
170,16,170,17
170,17,170,16
170,16,180,15
180,15,190,17
190,17,160,14
160,14,190,15
190,15,180,15
180,15,180,14
180,14,180,15
180,15,170,10
170,10,180,11
180,11,180,11
180,11,180,10
180,10,170,7
170,7,160,7
160,7,150,6
150,6,160,6
160,6,160,6
160,6,160,5
160,5,150,6
150,6,160,7
160,7,150,5
150,5,160,6
160,6,170,6
170,6,160,8
160,8,170,6
170,6,170,3
170,3,180,8
180,8,180,8
180,8,180,8
180,8,180,6
180,6,180,7
180,7,170,6
170,6,170,6
170,6,180,6
180,6,160,5
160,5,170,6
170,6,180,5
180,5,160,3
160,3,150,3
150,3,160,3
160,3,140,3
140,3,140,3
140,3,140,5
140,5,160,6
160,6,160,6
160,6,150,5
150,5,140,6
140,6,150,5
150,5,160,3
160,3,170,3
170,3,160,3
160,3,150,5
150,5,160,5
160,5,160,5
160,5,160,6
160,6,160,6
160,6,160,6
160,6,160,6
160,6,150,5
150,5,150,5
150,5,190,7
190,7,190,7
190,7,160,3
160,3,160,5
160,5,160,7
160,7,170,7
170,7,160,10
160,10,180,9
180,9,190,9
190,9,190,11
190,11,180,9
180,9,180,8
180,8,190,10
190,10,190,11
190,11,160,8
160,8,170,8
170,8,180,9
180,9,170,9
170,9,160,9
160,9,170,8
170,8,150,9
150,9,150,10
150,10,160,8
160,8,150,9
150,9,160,7
160,7,150,6
150,6,160,6
160,6,150,5
150,5,140,7
140,7,140,7
140,7,140,7
140,7,140,6
140,6,120,7
120,7,130,8
130,8,110,7
110,7,100,6
100,6,100,6
100,6,100,8
100,8,90,11
90,11,100,8
100,8,90,9
90,9,100,7
100,7,110,8
110,8,110,8
110,8,120,10
120,10,130,8
130,8,140,13
140,13,130,10
130,10,130,13
130,13,#N/A,#N/A
#N/A,#N/A,150,8
150,8,200,13
200,13,180,6
180,6,180,7
180,7,190,5
190,5,170,7
170,7,180,6
180,6,180,7
180,7,170,8
170,8,160,8
160,8,170,9
170,9,170,9
170,9,170,8
170,8,180,10
180,10,180,9
180,9,200,6
200,6,180,5
180,5,180,6
180,6,180,7
180,7,170,6
170,6,170,7
170,7,180,7
180,7,180,8
180,8,180,9
180,9,180,7
180,7,190,8
190,8,180,9
180,9,190,8
190,8,200,10
200,10,190,9
190,9,190,10
190,10,200,10
200,10,210,10
210,10,200,9
200,9,200,9
200,9,210,10
210,10,200,9
200,9,200,10
200,10,200,10
200,10,220,9
220,9,210,10
210,10,220,8
220,8,200,13
200,13,210,11
210,11,230,9
230,9,240,7
240,7,260,5
260,5,260,6
260,6,260,5
260,5,240,3
240,3,250,5
250,5,220,3
220,3,210,3
210,3,220,5
220,5,190,5
190,5,200,3
200,3,200,3
200,3,200,3
200,3,190,5
190,5,190,3
190,3,0,0
0,0,210,3
210,3,210,3
210,3,200,3
200,3,210,5
210,5,230,5
230,5,300,5
300,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,0,0
0,0,0,0
0,0,200,3
200,3,0,0
0,0,220,3
220,3,220,5
220,5,240,3
240,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,180,3
180,3,180,5
180,5,190,6
190,6,180,8
180,8,190,9
190,9,180,8
180,8,170,8
170,8,170,7
170,7,190,10
190,10,190,10
190,10,190,7
190,7,170,8
170,8,160,7
160,7,170,11
170,11,160,9
160,9,160,8
160,8,150,10
150,10,150,11
150,11,150,11
150,11,150,9
150,9,160,10
160,10,150,10
150,10,140,13
140,13,160,11
160,11,VRB,11
VRB,11,160,7
160,7,160,6
160,6,150,11
150,11,140,13
140,13,140,13
140,13,150,11
150,11,140,15
140,15,120,21
120,21,130,20
130,20,100,18
100,18,120,15
120,15,120,15
120,15,110,17
110,17,110,17
110,17,110,18
110,18,110,18
110,18,110,18
110,18,110,20
110,20,120,20
120,20,120,21
120,21,120,20
120,20,120,18
120,18,130,17
130,17,130,16
130,16,130,20
130,20,130,16
130,16,130,20
130,20,140,21
140,21,140,20
140,20,140,20
140,20,140,21
140,21,140,16
140,16,140,14
140,14,140,20
140,20,150,17
150,17,140,17
140,17,150,15
150,15,150,16
150,16,150,15
150,15,#N/A,#N/A
#N/A,#N/A,150,15
150,15,150,16
150,16,160,11
160,11,160,13
160,13,160,14
160,14,150,11
150,11,170,13
170,13,170,16
170,16,180,17
180,17,190,20
190,20,200,17
200,17,230,22
230,22,230,16
230,16,240,16
240,16,230,15
230,15,230,14
230,14,230,17
230,17,230,16
230,16,230,11
230,11,230,14
230,14,240,13
240,13,270,17
270,17,260,13
260,13,270,22
270,22,270,16
270,16,270,18
270,18,270,18
270,18,270,16
270,16,270,25
270,25,270,18
270,18,260,23
260,23,260,21
260,21,260,22
260,22,250,20
250,20,250,23
250,23,250,22
250,22,260,26
260,26,240,28
240,28,250,25
250,25,260,25
260,25,250,22
250,22,250,21
250,21,240,23
240,23,240,24
240,24,250,28
250,28,240,20
240,20,250,24
250,24,250,25
250,25,250,29
250,29,250,23
250,23,240,23
240,23,240,21
240,21,250,23
250,23,260,28
260,28,240,28
240,28,250,26
250,26,250,25
250,25,240,23
240,23,250,26
250,26,250,30
250,30,250,23
250,23,240,22
240,22,250,24
250,24,240,22
240,22,250,24
250,24,250,29
250,29,250,23
250,23,250,28
250,28,250,24
250,24,250,24
250,24,250,25
250,25,240,24
240,24,240,25
240,25,250,23
250,23,250,24
250,24,260,22
260,22,250,17
250,17,240,22
240,22,250,30
250,30,250,24
250,24,240,20
240,20,240,28
240,28,#N/A,#N/A
#N/A,#N/A,260,24
260,24,250,20
250,20,240,23
240,23,240,31
240,31,240,28
240,28,240,25
240,25,240,25
240,25,240,26
240,26,250,25
250,25,250,24
250,24,240,26
240,26,250,26
250,26,240,26
240,26,240,22
240,22,250,30
250,30,250,21
250,21,250,17
250,17,260,20
260,20,250,21
250,21,250,18
250,18,250,26
250,26,VRB,36
VRB,36,260,31
260,31,260,25
260,25,260,20
260,20,270,18
270,18,260,20
260,20,260,29
260,29,250,26
250,26,250,28
250,28,250,28
250,28,250,30
250,30,250,32
250,32,250,32
250,32,250,31
250,31,250,25
250,25,250,23
250,23,250,28
250,28,250,26
250,26,250,23
250,23,260,30
260,30,250,22
250,22,250,25
250,25,260,28
260,28,260,24
260,24,260,23
260,23,260,22
260,22,260,18
260,18,260,20
260,20,260,21
260,21,270,22
270,22,270,18
270,18,270,18
270,18,270,18
270,18,270,18
270,18,280,20
280,20,270,22
270,22,280,22
280,22,280,18
280,18,280,22
280,22,290,23
290,23,290,23
290,23,290,22
290,22,290,21
290,21,290,26
290,26,300,29
300,29,290,25
290,25,300,24
300,24,300,24
300,24,300,23
300,23,290,25
290,25,300,22
300,22,#N/A,#N/A
#N/A,#N/A,290,29
290,29,300,22
300,22,300,22
300,22,300,29
300,29,290,24
290,24,300,17
300,17,300,20
300,20,290,23
290,23,300,23
300,23,300,20
300,20,300,20
300,20,300,18
300,18,300,15
300,15,300,17
300,17,290,20
290,20,300,23
300,23,300,17
300,17,300,21
300,21,300,25
300,25,300,22
300,22,300,16
300,16,310,20
310,20,310,18
310,18,310,15
310,15,310,15
310,15,300,22
300,22,300,22
300,22,300,22
300,22,310,17
310,17,310,17
310,17,300,20
300,20,320,13
320,13,300,20
300,20,320,18
320,18,300,18
300,18,310,14
310,14,300,20
300,20,310,18
310,18,310,17
310,17,310,14
310,14,300,14
300,14,310,17
310,17,310,17
310,17,290,18
290,18,300,17
300,17,310,17
310,17,310,15
310,15,300,16
300,16,300,11
300,11,300,11
300,11,290,10
290,10,290,14
290,14,290,9
290,9,290,8
290,8,290,9
290,9,300,7
300,7,290,5
290,5,290,7
290,7,300,9
300,9,300,8
300,8,300,8
300,8,300,8
300,8,290,9
290,9,300,8
300,8,300,7
300,7,310,7
310,7,310,7
310,7,310,7
310,7,310,7
310,7,310,8
310,8,300,6
300,6,300,6
300,6,#N/A,#N/A
#N/A,#N/A,300,5
300,5,300,3
300,3,310,3
310,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,230,3
230,3,220,3
220,3,220,3
220,3,220,3
220,3,210,3
210,3,0,0
0,0,190,3
190,3,0,0
0,0,180,5
180,5,180,3
180,3,180,3
180,3,170,3
170,3,170,3
170,3,170,5
170,5,180,6
180,6,180,6
180,6,180,9
180,9,180,11
180,11,190,13
190,13,180,14
180,14,180,11
180,11,170,8
170,8,180,13
180,13,190,14
190,14,180,11
180,11,170,10
170,10,170,10
170,10,180,13
180,13,180,16
180,16,180,16
180,16,180,15
180,15,170,15
170,15,180,15
180,15,180,16
180,16,180,14
180,14,180,16
180,16,180,17
180,17,180,20
180,20,180,17
180,17,190,16
190,16,190,13
190,13,180,13
180,13,180,11
180,11,180,9
180,9,180,11
180,11,170,13
170,13,180,11
180,11,170,10
170,10,180,9
180,9,170,9
170,9,180,9
180,9,180,8
180,8,180,11
180,11,190,11
190,11,180,10
180,10,190,10
190,10,180,10
180,10,180,8
180,8,180,8
180,8,170,9
170,9,170,9
170,9,180,8
180,8,180,8
180,8,180,9
180,9,180,7
180,7,180,7
180,7,180,7
180,7,180,8
180,8,190,8
190,8,180,7
180,7,190,8
190,8,190,7
190,7,180,6
180,6,190,7
190,7,180,3
180,3,170,3
170,3,180,5
180,5,180,6
180,6,0,0
0,0,0,0
0,0,0,0
0,0,280,5
280,5,270,3
270,3,300,9
300,9,300,9
300,9,310,8
310,8,300,7
300,7,310,8
310,8,310,13
310,13,310,11
310,11,310,15
310,15,310,14
310,14,290,13
290,13,310,14
310,14,310,15
310,15,300,16
300,16,300,16
300,16,310,11
310,11,300,20
300,20,310,17
310,17,300,17
300,17,310,20
310,20,320,16
320,16,340,15
340,15,320,15
320,15,330,18
330,18,320,14
320,14,340,15
340,15,340,16
340,16,330,13
330,13,350,9
350,9,350,9
350,9,340,9
340,9,340,11
340,11,350,8
350,8,350,7
350,7,350,8
350,8,350,5
350,5,350,3
350,3,#N/A,#N/A
#N/A,#N/A,350,5
350,5,360,3
360,3,350,3
350,3,360,3
360,3,10,3
10,3,0,0
0,0,10,3
10,3,10,5
10,5,20,6
20,6,20,7
20,7,30,7
30,7,30,6
30,6,20,5
20,5,20,6
20,6,20,5
20,5,0,0
0,0,20,3
20,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,10,3
10,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,100,5
100,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,140,3
140,3,100,6
100,6,140,3
140,3,110,5
110,5,0,0
0,0,100,3
100,3,90,8
90,8,40,6
40,6,80,3
80,3,70,5
70,5,90,3
90,3,0,0
0,0,100,5
100,5,80,5
80,5,90,3
90,3,0,0
0,0,0,0
0,0,100,3
100,3,0,0
0,0,0,0
0,0,0,0
0,0,130,3
130,3,0,0
0,0,90,3
90,3,0,0
0,0,110,3
110,3,90,3
90,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,110,3
110,3,110,3
110,3,110,3
110,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,110,3
110,3,120,3
120,3,120,3
120,3,0,0
0,0,120,3
120,3,0,0
0,0,0,0
0,0,130,3
130,3,140,5
140,5,140,3
140,3,130,3
130,3,170,3
170,3,140,5
140,5,180,8
180,8,170,5
170,5,190,8
190,8,180,5
180,5,150,6
150,6,160,6
160,6,140,8
140,8,140,7
140,7,160,5
160,5,150,7
150,7,140,5
140,5,0,0
0,0,0,0
0,0,130,6
130,6,140,6
140,6,130,3
130,3,130,6
130,6,150,5
150,5,140,3
140,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,100,3
100,3,100,3
100,3,0,0
0,0,0,0
0,0,120,3
120,3,0,0
0,0,0,0
0,0,120,3
120,3,130,3
130,3,120,5
120,5,0,0
0,0,130,3
130,3,0,0
0,0,0,0
0,0,0,0
